"pairId:INTEGER","amzn.id:INTEGER","bnn.id:INTEGER","amzn.ISBN_13:TEXT","amzn.Title:TEXT","amzn.Author:TEXT","amzn.Price:FLOAT","amzn.Publisher:TEXT","amzn.Publication_date:TEXT","amzn.Pages:INTEGER","bnn.ISBN_13:TEXT","bnn.Title:TEXT","bnn.Author:TEXT","bnn.Price:FLOAT","bnn.Publisher:TEXT","bnn.Publication_date:TEXT","bnn.Pages:INTEGER"
"363","1371","3152","9781285167640","New Perspectives on Microsoft Office 2013, First Course","Kathy T. Finnegan","156.42","Cengage Learning","05/15/2013","1144","9781285093284","Microsoft Access 2013: Illustrated Introductory","Lisa Friedrichsen","0.0","Cengage Learning","05/16/2013","280"
"364","1372","187","9780470526828","Data Mining for Business Intelligence: Concepts, Techniques, and Applications in Microsoft Office Excel with XLMiner","Galit Shmueli","92.26","Wiley","10/26/2010","428","9780470489604","Excel 2010 Workbook For Dummies","Greg Harvey","19.97","Wiley","10/12/2010","408"
"365","1372","594","9780470526828","Data Mining for Business Intelligence: Concepts, Techniques, and Applications in Microsoft Office Excel with XLMiner","Galit Shmueli","92.26","Wiley","10/26/2010","428","9780470746028","RFID Systems: Research Trends and Challenges","Miodrag Bolic","0.0","Wiley","10/11/2010","576"
"368","1424","1980","9780735669130","Microsoft Excel 2013 Data Analysis and Business Modeling","Wayne Winston","20.0","Microsoft Press","01/25/2014","888","9780735669130","Microsoft Excel 2013: Data Analysis and Business Modeling","Wayne Winston","30.37","Microsoft Press","01/31/2014","888"
"370","1433","1438","9781118582305","Cool Infographics: Effective Communication with Data Visualization and Design","Randy Krum","24.73","Wiley","10/28/2013","368","9781118692905","iPhone For Seniors For Dummies","Nancy C. Muir","14.86","Wiley","10/28/2013","448"
"372","1433","2143","9781118582305","Cool Infographics: Effective Communication with Data Visualization and Design","Randy Krum","24.73","Wiley","10/28/2013","368","9781118711057","Laptops For Seniors For Dummies","Nancy C. Muir","15.29","Wiley","10/14/2013","480"
"373","1433","2172","9781118582305","Cool Infographics: Effective Communication with Data Visualization and Design","Randy Krum","24.73","Wiley","10/28/2013","368","9781118227787","Guide to US Food Laws and Regulations","Patricia A. Curtis","79.48","Wiley","10/07/2013","344"
"375","1433","2895","9781118582305","Cool Infographics: Effective Communication with Data Visualization and Design","Randy Krum","24.73","Wiley","10/28/2013","368","9781118737637","Beginning Programming with C For Dummies","Dan Gookin","21.19","Wiley","10/28/2013","456"
"376","1437","1968","9780735669116","Microsoft Project 2013 Step by Step","Timothy Johnson","20.18","Microsoft Press","03/25/2013","576","9780735669093","Microsoft Outlook 2013 Step By Step","Joan Lambert","19.94","Microsoft Press","03/27/2013","578"
"379","1438","344","9781118026472","The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws","Dafydd Stuttard","30.27","Wiley","09/27/2011","912","9781118100356","BlackBerry For Dummies","Robert Kao","17.33","Wiley","09/06/2011","408"
"380","1438","2611","9781118026472","The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws","Dafydd Stuttard","30.27","Wiley","09/27/2011","912","9781118065129","Digital Landscape and Nature Photography For Dummies","Doug Sahlin","21.1","Wiley","09/06/2011","368"
"381","1438","2717","9781118026472","The Web Application Hacker's Handbook: Finding and Exploiting Security Flaws","Dafydd Stuttard","30.27","Wiley","09/27/2011","912","9781118106372","How: Why How We Do Anything Means Everything","Dov Seidman","17.42","Wiley","09/21/2011","384"
"385","1448","521","9781782162148","Machine Learning with R","Brett Lantz","49.49","Packt Publishing","10/25/2013","396","9781783283019","Apache Maven Dependency Management","Jonathan Lalou","33.72","Packt Publishing","10/25/2013","158"
"386","1448","1146","9781782162148","Machine Learning with R","Brett Lantz","49.49","Packt Publishing","10/25/2013","396","9781849688925","Microsoft Dynamics GP 2013 Reporting, Second Edition","David Duncan","57.82","Packt Publishing","10/10/2013","386"
"392","1471","857","9781118617618","Architecting the Cloud: Design Decisions for Cloud Computing Service Models (SaaS, PaaS, and IaaS)","Michael J. Kavis","35.79","Wiley","01/28/2014","224","9781118789810","CCNA Routing and Switching Review Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","19.94","Wiley","01/13/2014","528"
"396","1501","1195","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118135273","Windows 8 Simplified","Paul McFedries","15.45","Wiley","09/25/2012","272"
"397","1501","1373","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118324080","CompTIA A+ Complete Review Guide: Exams 220-801 and 220-802","Emmett Dulaney","20.49","Wiley","09/25/2012","552"
"398","1501","2017","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118374870","Teach Yourself VISUALLY Mac Mini","Guy Hart-Davis","21.06","Wiley","09/25/2012","352"
"402","1501","3005","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9781118328323","Autodesk 3ds Max 2013 Bible","Kelly L. Murdock","36.99","Wiley","09/11/2012","840"
"403","1501","3123","9781118218549","Linux Bible","Christopher Negus","32.0","Wiley","09/11/2012","864","9780470670651","The BRC Global Standard for Food Safety: A Guide to a Successful Audit","Ron Kill","92.57","Wiley","09/11/2012","406"
"404","1503","1254","9780321711052","Speedliter's Handbook: Learning to Craft Light with Canon Speedlites","Syl Arena","31.89","Peachpit Press","12/29/2010","432","9780321700971","Apple Training Series: iLife '11","Dion Scoppettuolo","26.81","Peachpit Press","12/16/2010","532"
"411","1565","156","9780321929600","Adobe After Effects CC Classroom in a Book","Adobe Creative Team","49.35","Adobe Press","07/20/2013","400","9780321919410","Adobe Dreamweaver CC Classroom in a Book","Adobe Creative Team","38.89","Adobe Press","07/29/2013","448"
"414","1573","1174","9780470639535","Social Engineering: The Art of Human Hacking","Christopher Hadnagy","21.1","Wiley","12/03/2010","416","9780470639535","Social Engineering: The Art of Human Hacking","Christopher Hadnagy","21.1","Wiley","12/28/2010","416"
"420","1590","2143","9781118582695","Management Science: The Art of Modeling with Spreadsheets","Stephen G. Powell","166.97","Wiley","10/07/2013","544","9781118711057","Laptops For Seniors For Dummies","Nancy C. Muir","15.29","Wiley","10/14/2013","480"
"425","1607","756","9781285099149","Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach (New Perspectives)","Debra Gross","124.04","Cengage Learning","08/27/2013","720","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","08/06/2013","600"
"427","1624","875","9780321683687","The Elements of User Experience: User-Centered Design for the Web and Beyond (2nd Edition) (Voices That Matter)","Jesse James Garrett","28.48","New Riders","12/26/2010","192","9780321683687","The Elements of User Experience: User-Centered Design for the Web and Beyond","Jesse James Garrett","28.48","New Riders","12/30/2010","172"
"430","1640","758","9780470973929","The R Book","Michael J. Crawley","81.81","Wiley","12/26/2012","1076","9781118314418","Beginning Visual C# 2012 Programming","Karli Watson","30.05","Wiley","12/26/2012","912"
"432","1640","1278","9780470973929","The R Book","Michael J. Crawley","81.81","Wiley","12/26/2012","1076","9781118209202","MacBook For Dummies","Mark L. Chambers","18.49","Wiley","12/04/2012","456"
"433","1640","1537","9780470973929","The R Book","Michael J. Crawley","81.81","Wiley","12/26/2012","1076","9781118529331","Apple TV Portable Genius","Guy Hart-Davis","22.05","Wiley","12/26/2012","288"
"439","1681","1172","9780470463635","Categorical Data Analysis","Alan Agresti","90.95","Wiley","12/03/2012","744","9781118356395","QuickBooks 2013 All-in-One For Dummies","Stephen L. Nelson","21.97","Wiley","12/10/2012","624"
"445","1690","1328","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781444332827","Fish Pathology","Ronald J. Roberts","238.03","Wiley","05/22/2012","590"
"448","1690","2577","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781118130568","Introducing Autodesk Maya 2013","Dariush Derakhshani","36.99","Wiley","05/01/2012","648"
"449","1690","3126","9781118094839","Information Storage and Management: Storing, Managing, and Protecting Digital Information in Classic, Virtualized, and Cloud Environments","EMC Education Services","56.53","Wiley","05/22/2012","528","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","05/08/2012","1104"
"450","1693","74","9781118921661","Raspberry Pi User Guide","Gareth Halfacree","14.71","Wiley","09/02/2014","312","9781118968017","Home Recording For Musicians For Dummies","Jeff Strong","19.88","Wiley","09/29/2014","384"
"455","1695","424","9781118787311","Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation","Bruce Dang","40.38","Wiley","02/17/2014","384","9781118723159","iPad mini For Dummies","Edward C. Baig","17.19","Wiley","02/10/2014","416"
"456","1695","1782","9781118787311","Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation","Bruce Dang","40.38","Wiley","02/17/2014","384","9781118833032","Professional C# 5.0 and .NET 4.5.1","Christian Nagel","39.94","Wiley","02/24/2014","1560"
"460","1709","743","9780321822475","Adobe Premiere Pro CS6 Classroom in a Book","Adobe Creative Team","34.54","Adobe Press","07/19/2012","480","9780321822604","Adobe Creative Suite 6 Design & Web Premium Classroom in a Book","Adobe Creative Team","38.7","Adobe Press","07/20/2012","320"
"461","1711","550","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781118281123","AutoCAD 2013 For Dummies","David Byrnes","22.3","Wiley","05/08/2012","592"
"465","1711","2518","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781118204122","iOS Hacker's Handbook","Dion Blazakis","33.06","Wiley","05/08/2012","408"
"467","1711","3126","9781118232606","Content Rules: How to Create Killer Blogs, Podcasts, Videos, Ebooks, Webinars (and More) That Engage Customers and Ignite Your Business","Ann Handley","11.9","Wiley","05/22/2012","320","9781118123881","Adobe Photoshop CS6 Bible","Brad Dayley","31.11","Wiley","05/08/2012","1104"
"485","1789","196","9781494820602","Unlock the Power of Your Chromecast","Aaron Halbert","10.73","CreateSpace Independent Publishing Platform","12/27/2013","48","9781494759957","Help Me! Guide to the iPad Air: Step-by-Step User Guide for the Fifth Generation iPad and iOS 7","Charles Hughes","8.34","CreateSpace Independent Publishing Platform","12/21/2013","262"
"486","1807","46","9780471729983","Geo-Business: GIS in the Digital Organization","James B. Pick","92.22","Wiley","01/02/2008","416","9780470194294","Complete MBA For Dummies","Kathleen Allen","14.53","Wiley","01/03/2008","432"
"490","1833","156","9780321926975","Adobe InDesign CC Classroom in a Book (Classroom in a Book (Adobe))","Adobe Creative Team","38.72","Adobe Press","07/13/2013","432","9780321919410","Adobe Dreamweaver CC Classroom in a Book","Adobe Creative Team","38.89","Adobe Press","07/29/2013","448"
"497","1834","3100","9781455584291","In Real Life: Love, Lies & Identity in the Digital Age","Nev Schulman","14.4","Grand Central Publishing","09/02/2014","256","9781455527717","It Happened at Christmas","Debbie Mason","5.1","Grand Central Publishing","09/30/2014","384"
"498","1835","825","9781484201107","ASP.NET Web API 2: Building a REST Service from Start to Finish","Jamie Kurtz","23.96","Apress","07/27/2014","280","9781430265955","Practical Node.js: Building Real-World Scalable Web Apps","Azat Mardan","30.37","Apress","07/31/2014","300"
"501","1842","1406","9780321928832","HTML and CSS: Visual QuickStart Guide (8th Edition)","Elizabeth Castro","24.29","Peachpit Press","08/19/2013","576","9780321930712","Real World Adobe InDesign CC","Olav Martin Kvern","59.99","Peachpit Press","08/01/2013","827"
"511","1858","166","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118575048","Mastering AutoCAD 2014 and AutoCAD LT 2014: Autodesk Official Press","George Omura","36.44","Wiley","07/01/2013","1248"
"513","1858","224","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118575208","Autodesk Inventor 2014 Essentials: Autodesk Official Press","Thom Tremblay","32.14","Wiley","07/29/2013","416"
"516","1858","1909","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118554807","Blog Design For Dummies","Melissa Culbertson","19.57","Wiley","07/15/2013","352"
"517","1858","2166","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118653746","Teach Yourself VISUALLY Complete Excel","Paul McFedries","25.2","Wiley","07/22/2013","600"
"518","1858","2945","9781118645215","Lightroom 5: Streamlining Your Digital Photography Process","Nat Coalson","28.58","Wiley","07/29/2013","512","9781118549360","Exploring Arduino: Tools and Techniques for Engineering Wizardry","Jeremy Blum","23.09","Wiley","07/22/2013","384"
"521","1901","1009","9780670025602","More Awesome Than Money: Four Boys and Their Heroic Quest to Save Your Privacy from Facebook","Jim Dwyer","20.93","Viking Adult","10/16/2014","384","9780525427247","First Impressions: A Novel of Old Books, Unexpected Love, and Jane Austen","Charlie Lovett","19.45","Viking Adult","10/16/2014","320"
"522","1901","1288","9780670025602","More Awesome Than Money: Four Boys and Their Heroic Quest to Save Your Privacy from Facebook","Jim Dwyer","20.93","Viking Adult","10/16/2014","384","9780525427919","Wait for Signs: Twelve Longmire Stories","Craig Johnson","17.19","Viking Adult","10/21/2014","192"
"523","1901","1751","9780670025602","More Awesome Than Money: Four Boys and Their Heroic Quest to Save Your Privacy from Facebook","Jim Dwyer","20.93","Viking Adult","10/16/2014","384","9780670026067","The Republic of Imagination: America in Three Books","Azar Nafisi","20.99","Viking Adult","10/21/2014","352"
"526","1918","772","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9781118314456","Professional Visual Basic 2012 and .NET 4.5 Programming","Bill Sheldon","44.09","Wiley","01/04/2013","912"
"530","1918","2119","9781118357040","Information Technology for Management: Advancing Sustainable, Profitable Business Growth","Efraim Turban","170.56","Wiley","01/14/2013","480","9781118342367","Spacecraft Dynamics and Control: An Introduction","Anton H. de Ruiter","0.0","Wiley","01/29/2013","588"
"543","1924","1969","9780470531082","Digital Design with RTL Design, VHDL, and Verilog","Frank Vahid","191.88","Wiley","03/09/2010","592","9780470502204","Professional ASP.NET 4 in C# and VB","Bill Evjen","43.34","Wiley","03/08/2010","1536"
"546","1926","1406","9780321908452","The Digital Print: Preparing Images in Lightroom and Photoshop for Printing","Jeff Schewe","31.14","Peachpit Press","08/2013","336","9780321930712","Real World Adobe InDesign CC","Olav Martin Kvern","59.99","Peachpit Press","08/01/2013","827"
"549","1948","756","9781285168449","Microsoft Excel 2013: Complete (Shelly Cashman)","Joy L. Starks","103.48","Cengage Learning","08/19/2013","592","9781285169071","Microsoft Access 2013: Complete","Philip J. Pratt","0.0","Cengage Learning","08/06/2013","600"
"553","1953","541","9781118086834","Business Data Communications and Networking","Jerry FitzGerald","55.18","Wiley","08/23/2011","608","9780470891919","Nanotechnology For Dummies","Earl Boysen","15.55","Wiley","08/09/2011","360"
"558","1954","1994","9780735666993","Microsoft SharePoint 2013 Inside Out","Darvish Shadravan","33.38","Microsoft Press","06/25/2013","904","9780735669062","Microsoft Office Inside Out: 2013 Edition","Carl Siechert","36.11","Microsoft Press","06/07/2013","912"
"559","1960","644","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118101117","Professional Microsoft SQL Server 2012 Reporting Services","Paul Turley","36.41","Wiley","06/05/2012","912"
"562","1960","2419","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118244807","AutoCAD Civil 3D 2013 Essentials","Eric Chappell","36.18","Wiley","06/05/2012","400"
"564","1960","2933","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118164303","Beginning R: The Statistical Programming Language","Mark Gardener","21.96","Wiley","06/13/2012","504"
"565","1960","3131","9780470666852","Smashing UX Design: Foundations for Designing Online User Experiences","Jesmond Allen","29.24","Wiley","06/18/2012","446","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.12","Wiley","06/13/2012","448"
"567","1967","284","9781118290149","The SketchUp Workflow for Architecture: Modeling Buildings, Visualizing Design, and Creating Construction Documents with SketchUp Pro and LayOut","Michael Brightman","37.21","Wiley","04/22/2013","400","9781118329580","Windows For Tablets For Dummies","Andy Rathbone","15.6","Wiley","04/01/2013","312"
"580","2036","1133","9780321815385","A Project Guide to UX Design: For user experience designers in the field or in the making (2nd Edition) (Voices That Matter)","Russ Unger","25.07","New Riders","03/19/2012","360","9780321815361","Managing Enterprise Content: A Unified Content Strategy","Ann Rockley","32.46","New Riders","03/01/2012","384"
"582","2038","1947","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118677797","iPhone 5S and iPhone 5C Portable Genius","Paul McFedries","16.31","Wiley","10/21/2013","352"
"584","2038","2172","9780470133125","Microsoft Project 13","Microsoft Official Academic Course","99.75","Wiley","10/28/2013","353","9781118227787","Guide to US Food Laws and Regulations","Patricia A. Curtis","79.48","Wiley","10/07/2013","344"
"587","2041","2728","9781422103326","Competing on Analytics: The New Science of Winning","Thomas H. Davenport","18.8","Harvard Business Review Press","03/06/2007","240","9781422103326","Competing on Analytics: The New Science of Winning","Thomas H. Davenport","0.0","Harvard Business Review Press","03/06/2007","240"
"591","2068","1348","9780538747158","Microsoft Office 2010: Illustrated Introductory, First Course","Elizabeth Eisner Reding","145.26","Cengage Learning","07/27/2010","688","9780538748223","Microsoft Office Word 2010: Illustrated Brief","Jennifer Duffy","0.0","Cengage Learning","07/27/2010","152"
"594","2079","1303","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9783527320806","Electrospinning: Materials, Processing, and Applications","Joachim H. Wendorff","0.0","Wiley","06/05/2012","254"
"597","2079","2933","9781118123898","Adobe Photoshop CS6 Digital Classroom","Jennifer Smith","33.13","Wiley","06/13/2012","448","9781118164303","Beginning R: The Statistical Programming Language","Mark Gardener","21.96","Wiley","06/13/2012","504"
"600","2088","3087","9781285089454","Using Quickbooks Accountant 2013 (with CD-ROM and Data File CD-ROM)","Glenn Owen","144.32","Cengage Learning","07/30/2013","432","9781285093123","Microsoft Word 2013: Illustrated Introductory","Jennifer Duffy","0.0","Cengage Learning","07/23/2013","264"
"614","2109","2700","9780321947802","The Photoshop Elements 12 Book for Digital Photographers (Voices That Matter)","Scott Kelby","32.38","New Riders","12/27/2013","456","9780321934048","Adventures in Experience Design","Carolyn Chandler","22.19","New Riders","12/25/2013","168"
"619","2123","816","9781118795484","Raspberry Pi User Guide","Gareth Halfacree","15.92","Wiley","12/04/2013","312","9781118789704","CCNA Routing and Switching Deluxe Study Guide: Exams 100-101, 200-101, and 200-120","Todd Lammle","61.83","Wiley","12/23/2013","1176"
"620","2123","1475","9781118795484","Raspberry Pi User Guide","Gareth Halfacree","15.92","Wiley","12/04/2013","312","9781118307984","Aerospace Propulsion","T. W. Lee","0.0","Wiley","12/16/2013","316"
"630","2129","2577","9781118295274","Exam 98-349 MTA Windows Operating System Fundamentals","Microsoft Official Academic Course","72.43","Wiley","05/15/2012","328","9781118130568","Introducing Autodesk Maya 2013","Dariush Derakhshani","36.99","Wiley","05/01/2012","648"
"637","2148","1706","9781430210788","Founders at Work: Stories of Startups' Early Days","Jessica Livingston","10.69","Apress","09/18/2008","488","9781430210788","Founders at Work: Stories of Startups' Early Days","Jessica Livingston","0.0","Apress","09/19/2008","488"
"638","2151","490","9781118662090","The Browser Hacker's Handbook","Wade Alcorn","44.73","Wiley","03/24/2014","648","9781118608647","Android Hacker's Handbook","Joshua J. Drake","41.25","Wiley","03/31/2014","576"
"639","2151","2082","9781118662090","The Browser Hacker's Handbook","Wade Alcorn","44.73","Wiley","03/24/2014","648","9781118407806","Java For Dummies","Burd","18.5","Wiley","03/31/2014","432"
"649","2174","226","9781285169071","Microsoft Access 2013: Complete (Shelly Cashman Series)","Philip J. Pratt","104.51","Cengage Learning","08/05/2013","600","9781285167725","Microsoft Word 2013: Complete","Misty E. Vermaat","0.0","Cengage Learning","08/28/2013","648"
"652","2178","1958","9781118891681","Business Data Communications and Networking","Alexandra Durcikova","183.12","Wiley","08/25/2014","416","9781118817094","Cloud Management and Security","Imad M. Abbadi","85.85","Wiley","08/11/2014","240"
"653","2178","2715","9781118891681","Business Data Communications and Networking","Alexandra Durcikova","183.12","Wiley","08/25/2014","416","9781118921173","Facebook & Twitter For Seniors For Dummies","Marsha Collier","17.27","Wiley","08/18/2014","360"
"654","2180","391","9781118877166","Level Up! The Guide to Great Video Game Design","Scott Rogers","30.01","Wiley","04/28/2014","550","9781118772225","Marketing Automation For Dummies","Mathew Sweezey","17.83","Wiley","04/14/2014","312"
"655","2180","853","9781118877166","Level Up! The Guide to Great Video Game Design","Scott Rogers","30.01","Wiley","04/28/2014","550","9781118773420","Critical Reflections on Nuclear and Renewable Energy: Environmental Protection and Safety in the Wake of the Fukushima Nuclear Accident","Way Kuo","27.87","Wiley","04/07/2014","175"
"660","2183","1591","9781250046635","Virtually Human: The Promise---and the Peril---of Digital Immortality","Ray Kurzweil","20.33","St. Martin's Press","09/09/2014","368","9780312616267","The Blood of an Englishman (Agatha Raisin Series #25)","M. C. Beaton","18.8","St. Martin's Press","09/16/2014","304"
"665","2191","1858","9781849686068","QlikView 11 for Developers","Barry Harmsen","53.99","Packt Publishing","11/23/2012","534","9781782160427","Wix 3.6: A Developer's Guide to Windows Installer XML","Nick Ramirez","48.18","Packt Publishing","11/28/2012","488"
"670","2234","1131","9780735669468","Microsoft Visio 2013 Step By Step","Scott Helmers","18.95","Microsoft Press","05/25/2013","592","9780735667006","Microsoft SharePoint 2013 Plain & Simple","Johnathan Lightfoot","20.72","Microsoft Press","05/31/2013","464"
"676","2251","564","9780470474242","Cryptography Engineering: Design Principles and Practical Applications","Niels Ferguson","32.37","Wiley","03/15/2010","384","9780470638019","Audel Millwright's and Mechanic's Guide (Audel Technical Trades Series)","Thomas B. Davis","0.0","Wiley","03/22/2010","1123"
"679","2253","941","9780321948533","Night Photography: From Snapshots to Great Shots","Gabriel Biderman","15.56","Peachpit Press","11/25/2013","240","9780321957610","WordPress: Visual QuickStart Guide","Matt Beck","24.61","Peachpit Press","11/13/2013","288"
"682","2271","471","9781937538354","Capture the Magic: Train Your Eye, Improve Your Photographic Composition","Jack Dykinga","25.34","Rocky Nook","11/25/2013","188","9781937538248","Fine Art Printing for Photographers: Exhibition Quality Prints with Inkjet Printers","Uwe Steinmueller","27.76","Rocky Nook","11/28/2013","356"
"683","2296","1789","9780544236042","Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World","Mark Miodownik","16.45","Houghton Mifflin Harcourt","05/27/2014","272","9780544442788","Beowulf: A Translation and Commentary","J. R. R. Tolkien","18.43","Houghton Mifflin Harcourt","05/22/2014","448"
"688","2326","12","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118537145","Minecraft For Dummies, Portable Edition","Cordeiro","9.99","Wiley","02/11/2013","160"
"692","2326","2164","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118350638","Fabricated: The New World of 3D Printing","Hod Lipson","15.82","Wiley","02/11/2013","320"
"693","2326","2352","9781118022276","Project Management: A Systems Approach to Planning, Scheduling, and Controlling","Harold R. Kerzner","70.26","Wiley","02/18/2013","1296","9781118490372","Excel VBA Programming For Dummies","John Walkenbach","17.84","Wiley","02/26/2013","408"
